"@timestamp","process.name","process.memory.pct","system.process.memory.rss.bytes","process.cpu.pct"
"Aug 27, 2021 @ 04:01:32.183","firefox.exe","2.5%","401.4MB","0.1%"
"Aug 27, 2021 @ 04:01:32.183","firefox.exe","2.2%","363.9MB","0%"
"Aug 27, 2021 @ 04:01:32.183","texstudio.exe","1.7%","274.2MB","0%"
"Aug 27, 2021 @ 04:01:32.183","SearchApp.exe","1.7%","273.1MB","0%"
"Aug 27, 2021 @ 04:01:32.183","firefox.exe","1.5%","249.9MB","0%"
"Aug 27, 2021 @ 04:01:22.174","WINWORD.EXE","1.2%","187.9MB","2.4%"
"Aug 27, 2021 @ 04:01:22.174","dwm.exe","1.5%","236.1MB","0.8%"
"Aug 27, 2021 @ 04:01:22.174","CefSharp.BrowserSubprocess.exe","0.6%","96.1MB","0.3%"
"Aug 27, 2021 @ 04:01:22.174","svchost.exe","0.1%",9MB,"0.2%"
"Aug 27, 2021 @ 04:01:22.174","Razer Central.exe","0.8%","129.5MB","0.2%"
"Aug 27, 2021 @ 04:01:22.174","firefox.exe","2.5%","401.5MB","0.1%"
"Aug 27, 2021 @ 04:01:22.174","firefox.exe","2.2%","363.3MB","0%"
"Aug 27, 2021 @ 04:01:22.174","texstudio.exe","1.7%","274.2MB","0%"
"Aug 27, 2021 @ 04:01:22.174","SearchApp.exe","1.7%","273.1MB","0%"
"Aug 27, 2021 @ 04:01:22.174","firefox.exe","1.5%","249.9MB","0%"
"Aug 27, 2021 @ 04:01:12.179","WINWORD.EXE","1.2%","187.9MB","1.8%"
"Aug 27, 2021 @ 04:01:12.179","dwm.exe","1.5%","236.2MB","0.6%"
"Aug 27, 2021 @ 04:01:12.179","svchost.exe","0.1%","8.9MB","0.3%"
"Aug 27, 2021 @ 04:01:12.179","CefSharp.BrowserSubprocess.exe","0.6%","96.1MB","0.2%"
"Aug 27, 2021 @ 04:01:12.179","metricbeat.exe","0.4%","65.9MB","0.1%"
"Aug 27, 2021 @ 04:01:12.179","firefox.exe","2.5%","401.3MB","0%"
"Aug 27, 2021 @ 04:01:12.179","firefox.exe","2.2%","363.3MB","0%"
"Aug 27, 2021 @ 04:01:12.179","texstudio.exe","1.7%","274.2MB","0%"
"Aug 27, 2021 @ 04:01:12.179","SearchApp.exe","1.7%","273.1MB","0%"
"Aug 27, 2021 @ 04:01:12.179","firefox.exe","1.5%","249.9MB","0%"
"Aug 27, 2021 @ 04:01:02.186","WINWORD.EXE","1.2%","189.9MB","1.9%"
"Aug 27, 2021 @ 04:01:02.186","dwm.exe","1.5%","235.8MB","0.5%"
"Aug 27, 2021 @ 04:01:02.186","SteelSeriesEngine.exe","0.6%","89.3MB","0.4%"
"Aug 27, 2021 @ 04:01:02.186","Razer Central.exe","0.8%","129.4MB","0.3%"
"Aug 27, 2021 @ 04:01:02.186","CefSharp.BrowserSubprocess.exe","0.6%","96.1MB","0.2%"
"Aug 27, 2021 @ 04:01:02.186","firefox.exe","2.5%","401.5MB","0.1%"
"Aug 27, 2021 @ 04:01:02.186","firefox.exe","2.2%","363.2MB","0%"
"Aug 27, 2021 @ 04:01:02.186","texstudio.exe","1.7%","274.1MB","0%"
"Aug 27, 2021 @ 04:01:02.186","SearchApp.exe","1.7%","273.1MB","0%"
"Aug 27, 2021 @ 04:01:02.186","firefox.exe","1.5%","249.9MB","0%"
"Aug 27, 2021 @ 04:00:52.178","WINWORD.EXE","1.2%","189.3MB","0.7%"
"Aug 27, 2021 @ 04:00:52.178","dwm.exe","1.5%","235.6MB","0.4%"
"Aug 27, 2021 @ 04:00:52.178","svchost.exe","0.1%","8.9MB","0.3%"
"Aug 27, 2021 @ 04:00:52.178","CefSharp.BrowserSubprocess.exe","0.6%",96MB,"0.2%"
"Aug 27, 2021 @ 04:00:52.178","metricbeat.exe","0.4%","66.5MB","0.2%"
"Aug 27, 2021 @ 04:00:52.178","firefox.exe","2.5%","402.1MB","0.1%"
"Aug 27, 2021 @ 04:00:52.178","firefox.exe","2.2%","363.1MB","0%"
"Aug 27, 2021 @ 04:00:52.178","texstudio.exe","1.7%","274.1MB","0%"
"Aug 27, 2021 @ 04:00:52.178","SearchApp.exe","1.7%","273.1MB","0%"
"Aug 27, 2021 @ 04:00:52.178","firefox.exe","1.5%","249.9MB","0%"
"Aug 27, 2021 @ 04:00:42.181","sqlservr.exe","1.3%","211.5MB","1.3%"
"Aug 27, 2021 @ 04:00:42.181","dwm.exe","1.5%","235.4MB","0.4%"
"Aug 27, 2021 @ 04:00:42.181","WINWORD.EXE","1.2%","189.2MB","0.4%"
"Aug 27, 2021 @ 04:00:42.181","svchost.exe","0.1%","8.9MB","0.3%"
"Aug 27, 2021 @ 04:00:42.181","CefSharp.BrowserSubprocess.exe","0.6%",96MB,"0.3%"
"Aug 27, 2021 @ 04:00:42.181","firefox.exe","2.4%","397.6MB","0.1%"
"Aug 27, 2021 @ 04:00:42.181","firefox.exe","2.2%",363MB,"0%"
"Aug 27, 2021 @ 04:00:42.181","texstudio.exe","1.7%","274.1MB","0%"
"Aug 27, 2021 @ 04:00:42.181","SearchApp.exe","1.7%","273.1MB","0%"
"Aug 27, 2021 @ 04:00:42.181","firefox.exe","1.5%","249.9MB","0%"
"Aug 27, 2021 @ 04:00:32.187","WINWORD.EXE","1.2%",189MB,"1.5%"
"Aug 27, 2021 @ 04:00:32.187","dwm.exe","1.5%","235.5MB","0.8%"
"Aug 27, 2021 @ 04:00:32.187","CefSharp.BrowserSubprocess.exe","0.6%",96MB,"0.3%"
"Aug 27, 2021 @ 04:00:32.187","svchost.exe","0.1%","8.9MB","0.2%"
"Aug 27, 2021 @ 04:00:32.187","Razer Central.exe","0.8%","129.4MB","0.2%"
"Aug 27, 2021 @ 04:00:32.187","firefox.exe","2.4%","397.8MB","0.1%"
"Aug 27, 2021 @ 04:00:32.187","firefox.exe","2.2%","363.2MB","0.1%"
"Aug 27, 2021 @ 04:00:32.187","texstudio.exe","1.7%","274.1MB","0%"
"Aug 27, 2021 @ 04:00:32.187","SearchApp.exe","1.7%","273.1MB","0%"
"Aug 27, 2021 @ 04:00:32.187","firefox.exe","1.5%","249.9MB","0%"
"Aug 27, 2021 @ 04:00:22.189","WINWORD.EXE","1.1%","172.3MB","1.9%"
"Aug 27, 2021 @ 04:00:22.189","dwm.exe","1.5%","237.1MB","1%"
"Aug 27, 2021 @ 04:00:22.189","svchost.exe","0.1%",9MB,"0.2%"
"Aug 27, 2021 @ 04:00:22.189","CefSharp.BrowserSubprocess.exe","0.6%",96MB,"0.1%"
"Aug 27, 2021 @ 04:00:22.189","Razer Central.exe","0.8%","129.4MB","0.1%"
"Aug 27, 2021 @ 04:00:22.189","firefox.exe","2.5%","398.2MB","0.1%"
"Aug 27, 2021 @ 04:00:22.189","firefox.exe","2.2%",361MB,"0%"
"Aug 27, 2021 @ 04:00:22.189","texstudio.exe","1.7%","274.1MB","0%"
"Aug 27, 2021 @ 04:00:22.189","SearchApp.exe","1.7%","273.1MB","0%"
"Aug 27, 2021 @ 04:00:22.189","firefox.exe","1.5%","249.9MB","0%"
"Aug 27, 2021 @ 04:00:12.177","texstudio.exe","1.7%","274.1MB","0.7%"
"Aug 27, 2021 @ 04:00:12.177","dwm.exe","1.5%","244.1MB","0.7%"
"Aug 27, 2021 @ 04:00:12.177","WINWORD.EXE","1.1%","172.1MB","0.7%"
"Aug 27, 2021 @ 04:00:12.177","svchost.exe","0.1%",9MB,"0.3%"
"Aug 27, 2021 @ 04:00:12.177","CefSharp.BrowserSubprocess.exe","0.6%",96MB,"0.2%"
"Aug 27, 2021 @ 04:00:12.177","firefox.exe","2.5%","398.8MB","0.1%"
"Aug 27, 2021 @ 04:00:12.177","firefox.exe","2.2%",361MB,"0.1%"
"Aug 27, 2021 @ 04:00:12.177","SearchApp.exe","1.7%","273.1MB","0%"
"Aug 27, 2021 @ 04:00:12.177","firefox.exe","1.5%","249.9MB","0%"
"Aug 27, 2021 @ 04:00:02.184","texstudio.exe","1.7%","273.7MB","0.8%"
"Aug 27, 2021 @ 04:00:02.184","dwm.exe","1.4%","225.9MB","0.3%"
"Aug 27, 2021 @ 04:00:02.184","svchost.exe","0.1%","8.9MB","0.2%"
"Aug 27, 2021 @ 04:00:02.184","metricbeat.exe","0.4%","65.5MB","0.2%"
"Aug 27, 2021 @ 04:00:02.184","SteelSeriesGG.exe","0.2%","30.5MB","0.1%"
"Aug 27, 2021 @ 04:00:02.184","firefox.exe","2.5%","398.7MB","0.1%"
"Aug 27, 2021 @ 04:00:02.184","firefox.exe","2.2%","363.3MB","0%"
"Aug 27, 2021 @ 04:00:02.184","SearchApp.exe","1.7%","273.1MB","0%"
"Aug 27, 2021 @ 04:00:02.184","firefox.exe","1.5%","249.8MB","0%"
"Aug 27, 2021 @ 03:59:52.175","texstudio.exe","1.7%","273.7MB","0.8%"
"Aug 27, 2021 @ 03:59:52.175","CefSharp.BrowserSubprocess.exe","0.6%",96MB,"0.2%"
"Aug 27, 2021 @ 03:59:52.175","svchost.exe","0.1%",9MB,"0.2%"
"Aug 27, 2021 @ 03:59:52.175","Razer Central.exe","0.8%","129.4MB","0.2%"
"Aug 27, 2021 @ 03:59:52.175","firefox.exe","2.5%","399.4MB","0.2%"
"Aug 27, 2021 @ 03:59:52.175","firefox.exe","2.2%",363MB,"0%"
"Aug 27, 2021 @ 03:59:52.175","SearchApp.exe","1.7%","273.1MB","0%"
"Aug 27, 2021 @ 03:59:52.175","firefox.exe","1.5%","249.6MB","0%"
"Aug 27, 2021 @ 03:59:42.180","sqlservr.exe","1.3%","211.5MB","0.8%"
"Aug 27, 2021 @ 03:59:42.180","texstudio.exe","1.7%","273.7MB","0.6%"
"Aug 27, 2021 @ 03:59:42.180","CefSharp.BrowserSubprocess.exe","0.6%",96MB,"0.4%"
"Aug 27, 2021 @ 03:59:42.180","svchost.exe","0.1%","8.9MB","0.3%"
"Aug 27, 2021 @ 03:59:42.180","Razer Central.exe","0.8%","129.6MB","0.2%"
"Aug 27, 2021 @ 03:59:42.180","firefox.exe","2.7%","431.1MB","0.1%"
"Aug 27, 2021 @ 03:59:42.180","firefox.exe","2.2%","365.3MB","0%"
"Aug 27, 2021 @ 03:59:42.180","SearchApp.exe","1.7%","273.1MB","0%"
"Aug 27, 2021 @ 03:59:42.180","firefox.exe","1.5%","249.6MB","0%"
"Aug 27, 2021 @ 03:59:32.177","sqlservr.exe","1.3%","211.5MB","0.7%"
"Aug 27, 2021 @ 03:59:32.177","texstudio.exe","1.7%","273.7MB","0.7%"
"Aug 27, 2021 @ 03:59:32.177","dwm.exe","1.4%","226.3MB","0.5%"
"Aug 27, 2021 @ 03:59:32.177","RazerCentralService.exe","0.5%","77.7MB","0.3%"
"Aug 27, 2021 @ 03:59:32.177","explorer.exe","0.8%","130.8MB","0.3%"
"Aug 27, 2021 @ 03:59:32.177","firefox.exe","2.7%","431.1MB","0.2%"
"Aug 27, 2021 @ 03:59:32.177","firefox.exe","2.2%","365.4MB","0.1%"
"Aug 27, 2021 @ 03:59:32.177","SearchApp.exe","1.7%","273.1MB","0%"
"Aug 27, 2021 @ 03:59:32.177","firefox.exe","1.5%","249.6MB","0%"
"Aug 27, 2021 @ 03:59:22.178","texstudio.exe","1.7%","273.6MB","1.3%"
"Aug 27, 2021 @ 03:59:22.178","dwm.exe","1.4%","226.6MB","0.3%"
"Aug 27, 2021 @ 03:59:22.178","CefSharp.BrowserSubprocess.exe","0.6%","95.9MB","0.2%"
"Aug 27, 2021 @ 03:59:22.178","metricbeat.exe","0.4%","65.5MB","0.2%"
"Aug 27, 2021 @ 03:59:22.178","svchost.exe","0.1%",9MB,"0.2%"
"Aug 27, 2021 @ 03:59:22.178","firefox.exe","2.7%",431MB,"0.1%"
"Aug 27, 2021 @ 03:59:22.178","firefox.exe","2.4%","389.2MB","0%"
"Aug 27, 2021 @ 03:59:22.178","SearchApp.exe","1.7%","273.1MB","0%"
"Aug 27, 2021 @ 03:59:22.178","firefox.exe","1.5%","249.6MB","0%"
"Aug 27, 2021 @ 03:59:12.176","texstudio.exe","1.7%","276.2MB","1.5%"
"Aug 27, 2021 @ 03:59:12.176","metricbeat.exe","0.4%","65.9MB","0.3%"
"Aug 27, 2021 @ 03:59:12.176","CefSharp.BrowserSubprocess.exe","0.6%","95.9MB","0.3%"
"Aug 27, 2021 @ 03:59:12.176","firefox.exe","2.4%","389.1MB","0.2%"
"Aug 27, 2021 @ 03:59:12.176","svchost.exe","0.1%",9MB,"0.2%"
"Aug 27, 2021 @ 03:59:12.176","firefox.exe","2.7%","431.3MB","0.1%"
"Aug 27, 2021 @ 03:59:12.176","SearchApp.exe","1.7%","273.1MB","0%"
"Aug 27, 2021 @ 03:59:12.176","firefox.exe","1.5%","249.6MB","0%"
"Aug 27, 2021 @ 03:59:02.182","texstudio.exe","1.6%","262.4MB","1.1%"
"Aug 27, 2021 @ 03:59:02.182","firefox.exe","2.7%","431.9MB","0.4%"
"Aug 27, 2021 @ 03:59:02.182","SteelSeriesEngine.exe","0.5%","88.6MB","0.3%"
"Aug 27, 2021 @ 03:59:02.182","CefSharp.BrowserSubprocess.exe","0.6%","95.9MB","0.3%"
"Aug 27, 2021 @ 03:59:02.182","firefox.exe","2.4%","389.1MB","0.3%"
"Aug 27, 2021 @ 03:59:02.182","SearchApp.exe","1.7%","273.1MB","0%"
"Aug 27, 2021 @ 03:59:02.182","firefox.exe","1.5%","249.6MB","0%"
"Aug 27, 2021 @ 03:58:52.175","CefSharp.BrowserSubprocess.exe","0.6%","95.9MB","0.4%"
"Aug 27, 2021 @ 03:58:52.175","firefox.exe","0.6%","95.3MB","0.3%"
"Aug 27, 2021 @ 03:58:52.175","firefox.exe","2.7%",433MB,"0.3%"
"Aug 27, 2021 @ 03:58:52.175","metricbeat.exe","0.4%","65.9MB","0.3%"
"Aug 27, 2021 @ 03:58:52.175","firefox.exe","0.9%","142.6MB","0.2%"
"Aug 27, 2021 @ 03:58:52.175","firefox.exe","2.6%","419.6MB","0%"
"Aug 27, 2021 @ 03:58:52.175","SearchApp.exe","1.7%","273.1MB","0%"
"Aug 27, 2021 @ 03:58:52.175","texstudio.exe","1.5%","251.1MB","0%"
"Aug 27, 2021 @ 03:58:52.175","firefox.exe","1.5%","249.6MB","0%"
"Aug 27, 2021 @ 03:58:42.181","firefox.exe","2.7%","432.1MB","3.1%"
"Aug 27, 2021 @ 03:58:42.181","firefox.exe","1%","161.5MB","1.6%"
"Aug 27, 2021 @ 03:58:42.181","firefox.exe","1%","167.8MB","1%"
"Aug 27, 2021 @ 03:58:42.181","dwm.exe","1.4%","225.9MB","0.8%"
"Aug 27, 2021 @ 03:58:42.181","firefox.exe","0.7%","108.6MB","0.6%"
"Aug 27, 2021 @ 03:58:42.181","firefox.exe","2.6%","419.2MB","0.1%"
"Aug 27, 2021 @ 03:58:42.181","SearchApp.exe","1.7%","273.1MB","0%"
"Aug 27, 2021 @ 03:58:42.181","texstudio.exe","1.5%","251.1MB","0%"
"Aug 27, 2021 @ 03:58:42.181","firefox.exe","1.5%","250.1MB","0.2%"
"Aug 27, 2021 @ 03:58:32.174","firefox.exe","2.6%","416.8MB","1.6%"
"Aug 27, 2021 @ 03:58:32.174","sqlservr.exe","1.3%","211.5MB","1.4%"
"Aug 27, 2021 @ 03:58:32.174","firefox.exe","0.8%",129MB,"0.9%"
"Aug 27, 2021 @ 03:58:32.174","firefox.exe","2.6%","419.2MB","0.6%"
"Aug 27, 2021 @ 03:58:32.174","firefox.exe","1%","158.4MB","0.3%"
"Aug 27, 2021 @ 03:58:32.174","SearchApp.exe","1.7%","273.2MB","0%"
"Aug 27, 2021 @ 03:58:32.174","texstudio.exe","1.5%","251.1MB","0%"
"Aug 27, 2021 @ 03:58:32.174","firefox.exe","1.5%","248.7MB","0.2%"
"Aug 27, 2021 @ 03:58:22.180","firefox.exe","2.5%","400.4MB","2.4%"
"Aug 27, 2021 @ 03:58:22.180","firefox.exe","0.8%","130.7MB","1.2%"
"Aug 27, 2021 @ 03:58:22.180","firefox.exe","0.8%","135.7MB","0.7%"
"Aug 27, 2021 @ 03:58:22.180","dwm.exe","1.4%","226.1MB","0.6%"
"Aug 27, 2021 @ 03:58:22.180","firefox.exe","2.5%","412.8MB","0.2%"
"Aug 27, 2021 @ 03:58:22.180","SearchApp.exe","1.7%","273.2MB","0%"
"Aug 27, 2021 @ 03:58:22.180","texstudio.exe","1.5%","251.1MB","0%"
"Aug 27, 2021 @ 03:58:22.180","firefox.exe","1.5%","247.7MB","0.1%"
"Aug 27, 2021 @ 03:58:12.181","firefox.exe","2.3%","380.1MB","1.5%"
"Aug 27, 2021 @ 03:58:12.181","firefox.exe","2.5%","410.9MB","0.9%"
"Aug 27, 2021 @ 03:58:12.181","firefox.exe","1.1%","177.7MB","0.5%"
"Aug 27, 2021 @ 03:58:12.181","firefox.exe","0.7%",119MB,"0.4%"
"Aug 27, 2021 @ 03:58:12.181","dwm.exe","1.4%",226MB,"0.3%"
"Aug 27, 2021 @ 03:58:12.181","SearchApp.exe","1.7%","273.2MB","0%"
"Aug 27, 2021 @ 03:58:12.181","texstudio.exe","1.5%","251.1MB","0%"
"Aug 27, 2021 @ 03:58:12.181","firefox.exe","1.5%","247.1MB","0%"
"Aug 27, 2021 @ 03:58:02.187","firefox.exe","2.9%","472.6MB","5.7%"
"Aug 27, 2021 @ 03:58:02.187","firefox.exe","2.3%","375.1MB","5.3%"
"Aug 27, 2021 @ 03:58:02.187","firefox.exe","1.3%","214.2MB","1.5%"
"Aug 27, 2021 @ 03:58:02.187","firefox.exe","0.8%",132MB,"0.9%"
"Aug 27, 2021 @ 03:58:02.187","firefox.exe","1.5%","246.7MB","0.6%"
"Aug 27, 2021 @ 03:58:02.187","SearchApp.exe","1.7%","273.2MB","0%"
"Aug 27, 2021 @ 03:58:02.187","texstudio.exe","1.5%","251.1MB","0%"
"Aug 27, 2021 @ 03:57:52.182","firefox.exe","1.9%","305.8MB","4.2%"
"Aug 27, 2021 @ 03:57:52.182","firefox.exe","1.2%","188.3MB","1.8%"
"Aug 27, 2021 @ 03:57:52.182","dwm.exe","1.4%","231.1MB","0.8%"
"Aug 27, 2021 @ 03:57:52.182","firefox.exe","0.7%","109.6MB","0.8%"
"Aug 27, 2021 @ 03:57:52.182","firefox.exe","1.5%","238.1MB","0.3%"
"Aug 27, 2021 @ 03:57:52.182","SearchApp.exe","1.7%","273.2MB","0%"
"Aug 27, 2021 @ 03:57:52.182","texstudio.exe","1.5%","251.1MB","0.3%"
"Aug 27, 2021 @ 03:57:42.183","texstudio.exe","1.5%","248.8MB","0.7%"
"Aug 27, 2021 @ 03:57:42.183","svchost.exe","0.1%","8.9MB","0.3%"
"Aug 27, 2021 @ 03:57:42.183","CefSharp.BrowserSubprocess.exe","0.6%","95.9MB","0.3%"
"Aug 27, 2021 @ 03:57:42.183","Razer Central.exe","0.8%","129.5MB","0.2%"
"Aug 27, 2021 @ 03:57:42.183","metricbeat.exe","0.4%","65.1MB","0.2%"
"Aug 27, 2021 @ 03:57:42.183","SearchApp.exe","1.7%","273.2MB","0%"
"Aug 27, 2021 @ 03:57:42.183","firefox.exe","1.5%",239MB,"0%"
"Aug 27, 2021 @ 03:57:42.183","dwm.exe","1.4%","225.8MB","0%"
"Aug 27, 2021 @ 03:57:42.183","firefox.exe","1.4%","223.6MB","0%"
"Aug 27, 2021 @ 03:57:32.188","texstudio.exe","1.5%","248.8MB","0.7%"
"Aug 27, 2021 @ 03:57:32.188","sqlservr.exe","1.3%","212.1MB","0.3%"
"Aug 27, 2021 @ 03:57:32.188","metricbeat.exe","0.4%","65.4MB","0.2%"
"Aug 27, 2021 @ 03:57:32.188","CefSharp.BrowserSubprocess.exe","0.6%","95.9MB","0.2%"
"Aug 27, 2021 @ 03:57:32.188","svchost.exe","0.1%","8.8MB","0.1%"
"Aug 27, 2021 @ 03:57:32.188","SearchApp.exe","1.7%","273.2MB","0%"
"Aug 27, 2021 @ 03:57:32.188","firefox.exe","1.5%",239MB,"0%"
"Aug 27, 2021 @ 03:57:32.188","dwm.exe","1.4%","225.8MB","0%"
"Aug 27, 2021 @ 03:57:32.188","firefox.exe","1.4%","223.6MB","0%"
"Aug 27, 2021 @ 03:57:22.188","sqlservr.exe","1.3%","212.1MB","1%"
"Aug 27, 2021 @ 03:57:22.188","texstudio.exe","1.6%",254MB,"0.6%"
"Aug 27, 2021 @ 03:57:22.188","metricbeat.exe","0.4%","65.5MB","0.3%"
"Aug 27, 2021 @ 03:57:22.188","CefSharp.BrowserSubprocess.exe","0.6%","95.9MB","0.2%"
"Aug 27, 2021 @ 03:57:22.188","svchost.exe","0.1%","8.9MB","0.2%"
"Aug 27, 2021 @ 03:57:22.188","SearchApp.exe","1.7%","273.2MB","0%"
"Aug 27, 2021 @ 03:57:22.188","firefox.exe","1.5%",239MB,"0%"
"Aug 27, 2021 @ 03:57:22.188","dwm.exe","1.4%","225.8MB","0%"
"Aug 27, 2021 @ 03:57:22.188","firefox.exe","1.4%","223.7MB","0%"
"Aug 27, 2021 @ 03:57:12.175","texstudio.exe","1.6%",254MB,"0.7%"
"Aug 27, 2021 @ 03:57:12.175","svchost.exe","0.1%","8.9MB","0.3%"
"Aug 27, 2021 @ 03:57:12.175","CefSharp.BrowserSubprocess.exe","0.6%","95.9MB","0.3%"
"Aug 27, 2021 @ 03:57:12.175","Razer Central.exe","0.8%","129.5MB","0.2%"
"Aug 27, 2021 @ 03:57:12.175","metricbeat.exe","0.4%","65.2MB","0.1%"
"Aug 27, 2021 @ 03:57:12.175","SearchApp.exe","1.7%","273.3MB","0%"
"Aug 27, 2021 @ 03:57:12.175","firefox.exe","1.5%",239MB,"0%"
"Aug 27, 2021 @ 03:57:12.175","dwm.exe","1.4%","225.9MB","0%"
"Aug 27, 2021 @ 03:57:12.175","firefox.exe","1.4%","223.6MB","0%"
"Aug 27, 2021 @ 03:57:02.184","texstudio.exe","1.6%",254MB,"0.7%"
"Aug 27, 2021 @ 03:57:02.184","SteelSeriesEngine.exe","0.5%","88.4MB","0.3%"
"Aug 27, 2021 @ 03:57:02.184","CefSharp.BrowserSubprocess.exe","0.6%","95.8MB","0.3%"
"Aug 27, 2021 @ 03:57:02.184","svchost.exe","0.1%","8.9MB","0.2%"
"Aug 27, 2021 @ 03:57:02.184","metricbeat.exe","0.4%","65.6MB","0.2%"
"Aug 27, 2021 @ 03:57:02.184","SearchApp.exe","1.7%","273.3MB","0%"
"Aug 27, 2021 @ 03:57:02.184","dwm.exe","1.5%","240.7MB","0%"
"Aug 27, 2021 @ 03:57:02.184","firefox.exe","1.5%","239.1MB","0%"
"Aug 27, 2021 @ 03:57:02.184","firefox.exe","1.4%","223.6MB","0%"
"Aug 27, 2021 @ 03:56:52.187","texstudio.exe","1.6%",254MB,"0.7%"
"Aug 27, 2021 @ 03:56:52.187","CefSharp.BrowserSubprocess.exe","0.6%","95.8MB","0.3%"
"Aug 27, 2021 @ 03:56:52.187","svchost.exe","0.1%","8.9MB","0.2%"
"Aug 27, 2021 @ 03:56:52.187","metricbeat.exe","0.4%","65.6MB","0.1%"
"Aug 27, 2021 @ 03:56:52.187","Razer Central.exe","0.8%","129.4MB","0.1%"
"Aug 27, 2021 @ 03:56:52.187","SearchApp.exe","1.7%","273.3MB","0%"
"Aug 27, 2021 @ 03:56:52.187","firefox.exe","1.5%","239.4MB","0%"
"Aug 27, 2021 @ 03:56:52.187","dwm.exe","1.4%","225.8MB","0%"
"Aug 27, 2021 @ 03:56:52.187","firefox.exe","1.4%","223.7MB","0%"
"Aug 27, 2021 @ 03:56:42.186","texstudio.exe","1.6%",254MB,"0.7%"
"Aug 27, 2021 @ 03:56:42.186","CefSharp.BrowserSubprocess.exe","0.6%","95.8MB","0.3%"
"Aug 27, 2021 @ 03:56:42.186","svchost.exe","0.1%","8.8MB","0.2%"
"Aug 27, 2021 @ 03:56:42.186","metricbeat.exe","0.4%","65.4MB","0.2%"
"Aug 27, 2021 @ 03:56:42.186","Razer Central.exe","0.8%","129.5MB","0.1%"
"Aug 27, 2021 @ 03:56:42.186","SearchApp.exe","1.7%","273.3MB","0%"
"Aug 27, 2021 @ 03:56:42.186","firefox.exe","1.5%","238.4MB","0%"
"Aug 27, 2021 @ 03:56:42.186","dwm.exe","1.4%","225.8MB","0%"
"Aug 27, 2021 @ 03:56:42.186","firefox.exe","1.4%","223.5MB","0%"
"Aug 27, 2021 @ 03:56:32.180","texstudio.exe","1.6%","254.1MB","1.1%"
"Aug 27, 2021 @ 03:56:32.180","explorer.exe","0.8%","134.8MB","0.7%"
"Aug 27, 2021 @ 03:56:32.180","CefSharp.BrowserSubprocess.exe","0.6%","95.8MB","0.3%"
"Aug 27, 2021 @ 03:56:32.180","svchost.exe","0.1%","8.8MB","0.2%"
"Aug 27, 2021 @ 03:56:32.180","metricbeat.exe","0.4%","65.3MB","0.2%"
"Aug 27, 2021 @ 03:56:32.180","SearchApp.exe","1.7%","273.4MB","0%"
"Aug 27, 2021 @ 03:56:32.180","firefox.exe","1.5%","238.4MB","0.1%"
"Aug 27, 2021 @ 03:56:32.180","dwm.exe","1.4%","225.8MB","0.1%"
"Aug 27, 2021 @ 03:56:32.180","firefox.exe","1.4%","223.5MB","0%"
"Aug 27, 2021 @ 03:56:22.183","texstudio.exe","1.6%","255.6MB","2%"
"Aug 27, 2021 @ 03:56:22.183","sqlservr.exe","1.3%","212.1MB","1.1%"
"Aug 27, 2021 @ 03:56:22.183","SearchFilterHost.exe","0.1%",16MB,"0.2%"
"Aug 27, 2021 @ 03:56:22.183","svchost.exe","0.1%","8.9MB","0.1%"
"Aug 27, 2021 @ 03:56:22.183","metricbeat.exe","0.4%","65.1MB","0.1%"
"Aug 27, 2021 @ 03:56:22.183","SearchApp.exe","1.7%","273.4MB","0%"
"Aug 27, 2021 @ 03:56:22.183","firefox.exe","1.5%","238.4MB","0%"
"Aug 27, 2021 @ 03:56:22.183","dwm.exe","1.4%","225.8MB","0%"
"Aug 27, 2021 @ 03:56:22.183","firefox.exe","1.4%","223.5MB","0%"
"Aug 27, 2021 @ 03:56:12.183","texstudio.exe","1.7%","270.8MB","2.3%"
"Aug 27, 2021 @ 03:56:12.183","svchost.exe","0.1%","8.9MB","0.3%"
"Aug 27, 2021 @ 03:56:12.183","fontdrvhost.exe","0.1%","17.6MB","0.2%"
"Aug 27, 2021 @ 03:56:12.183","dwm.exe","1.4%","225.8MB","0.2%"
"Aug 27, 2021 @ 03:56:12.183","Razer Central.exe","0.8%","129.5MB","0.1%"
"Aug 27, 2021 @ 03:56:12.183","SearchApp.exe","1.7%","273.4MB","0%"
"Aug 27, 2021 @ 03:56:12.183","firefox.exe","1.5%","238.3MB","0%"
"Aug 27, 2021 @ 03:56:12.183","xelatex.exe","1.4%","231.5MB","0%"
"Aug 27, 2021 @ 03:56:02.182","texstudio.exe","1.7%","270.6MB","0.8%"
"Aug 27, 2021 @ 03:56:02.182","dwm.exe","1.5%","240.8MB","0.4%"
"Aug 27, 2021 @ 03:56:02.182","CefSharp.BrowserSubprocess.exe","0.6%","95.8MB","0.3%"
"Aug 27, 2021 @ 03:56:02.182","Razer Central.exe","0.8%","129.4MB","0.1%"
"Aug 27, 2021 @ 03:56:02.182","svchost.exe","0.1%","8.8MB","0.1%"
"Aug 27, 2021 @ 03:56:02.182","SearchApp.exe","1.7%","273.4MB","0%"
"Aug 27, 2021 @ 03:56:02.182","firefox.exe","1.5%","238.9MB","0%"
"Aug 27, 2021 @ 03:56:02.182","firefox.exe","1.4%","223.5MB","0%"
"Aug 27, 2021 @ 03:55:52.176","texstudio.exe","1.7%","270.3MB","1.8%"
"Aug 27, 2021 @ 03:55:52.176","dwm.exe","1.4%","225.8MB","0.3%"
