"@timestamp","process.name","process.memory.pct","system.process.memory.rss.bytes","process.cpu.pct"
"Aug 27, 2021 @ 05:38:02.176","sqlservr.exe","0.7%","120.2MB","1.8%"
"Aug 27, 2021 @ 05:38:02.176","fontdrvhost.exe","0.1%","11.7MB","0.2%"
"Aug 27, 2021 @ 05:38:02.176","metricbeat.exe","0.4%","64.5MB","0.2%"
"Aug 27, 2021 @ 05:38:02.176","svchost.exe","0.1%","8.8MB","0.1%"
"Aug 27, 2021 @ 05:38:02.176","pycharm64.exe","5.4%","878.1MB","0.1%"
"Aug 27, 2021 @ 05:38:02.176","firefox.exe","1.9%","315.5MB","0%"
"Aug 27, 2021 @ 05:38:02.176","firefox.exe","1.9%","300.6MB","0%"
"Aug 27, 2021 @ 05:38:02.176","firefox.exe","1.8%","284.9MB","0%"
"Aug 27, 2021 @ 05:38:02.176","SearchApp.exe","1.7%","278.7MB","0%"
"Aug 27, 2021 @ 05:37:52.186","pycharm64.exe","5.4%","878.1MB","1%"
"Aug 27, 2021 @ 05:37:52.186","texstudio.exe","1.5%","240.3MB","0.7%"
"Aug 27, 2021 @ 05:37:52.186","dwm.exe","1.1%","175.3MB","0.4%"
"Aug 27, 2021 @ 05:37:52.186","firefox.exe","1.8%","284.7MB","0.3%"
"Aug 27, 2021 @ 05:37:52.186","svchost.exe","0.1%","8.8MB","0.3%"
"Aug 27, 2021 @ 05:37:52.186","firefox.exe","1.9%",315MB,"0.1%"
"Aug 27, 2021 @ 05:37:52.186","firefox.exe","1.9%","300.6MB","0%"
"Aug 27, 2021 @ 05:37:52.186","SearchApp.exe","1.7%","278.7MB","0%"
"Aug 27, 2021 @ 05:37:42.180","pycharm64.exe","5.4%",878MB,"4%"
"Aug 27, 2021 @ 05:37:42.180","dwm.exe","1.1%","175.2MB","0.5%"
"Aug 27, 2021 @ 05:37:42.180","metricbeat.exe","0.4%","64.6MB","0.2%"
"Aug 27, 2021 @ 05:37:42.180","svchost.exe","0.1%","8.8MB","0.2%"
"Aug 27, 2021 @ 05:37:42.180","Razer Central.exe","0.6%",99MB,"0.1%"
"Aug 27, 2021 @ 05:37:42.180","firefox.exe","1.9%","314.7MB","0%"
"Aug 27, 2021 @ 05:37:42.180","firefox.exe","1.9%","300.6MB","0%"
"Aug 27, 2021 @ 05:37:42.180","firefox.exe","1.7%","284.1MB","0%"
"Aug 27, 2021 @ 05:37:42.180","SearchApp.exe","1.7%","278.7MB","0%"
"Aug 27, 2021 @ 05:37:32.177","pycharm64.exe","5.4%","876.2MB","5.5%"
"Aug 27, 2021 @ 05:37:32.177","dwm.exe","1.1%","175.2MB","0.4%"
"Aug 27, 2021 @ 05:37:32.177","svchost.exe","0.1%","8.7MB","0.3%"
"Aug 27, 2021 @ 05:37:32.177","CefSharp.BrowserSubprocess.exe","0.3%","55.6MB","0.2%"
"Aug 27, 2021 @ 05:37:32.177","firefox.exe","1.7%",284MB,"0.1%"
"Aug 27, 2021 @ 05:37:32.177","firefox.exe","1.9%","314.9MB","0%"
"Aug 27, 2021 @ 05:37:32.177","firefox.exe","1.9%","300.6MB","0%"
"Aug 27, 2021 @ 05:37:32.177","SearchApp.exe","1.7%","278.7MB","0%"
"Aug 27, 2021 @ 05:37:22.178","pycharm64.exe","5.4%","874.6MB","8.8%"
"Aug 27, 2021 @ 05:37:22.178","sqlservr.exe","0.7%","120.3MB","1.3%"
"Aug 27, 2021 @ 05:37:22.178","dwm.exe","1.1%","175.2MB","0.3%"
"Aug 27, 2021 @ 05:37:22.178","metricbeat.exe","0.4%","64.6MB","0.3%"
"Aug 27, 2021 @ 05:37:22.178","svchost.exe","0.1%","8.9MB","0.2%"
"Aug 27, 2021 @ 05:37:22.178","firefox.exe","1.9%","313.8MB","0%"
"Aug 27, 2021 @ 05:37:22.178","firefox.exe","1.9%","300.6MB","0%"
"Aug 27, 2021 @ 05:37:22.178","firefox.exe","1.7%","283.6MB","0.2%"
"Aug 27, 2021 @ 05:37:22.178","SearchApp.exe","1.7%","278.7MB","0%"
"Aug 27, 2021 @ 05:37:12.180","pycharm64.exe","5.2%",850MB,"4.4%"
"Aug 27, 2021 @ 05:37:12.180","dwm.exe","1.1%","175.3MB","0.4%"
"Aug 27, 2021 @ 05:37:12.180","texstudio.exe","1.5%","240.4MB","0.3%"
"Aug 27, 2021 @ 05:37:12.180","CefSharp.BrowserSubprocess.exe","0.3%","55.6MB","0.3%"
"Aug 27, 2021 @ 05:37:12.180","svchost.exe","0.1%","8.8MB","0.3%"
"Aug 27, 2021 @ 05:37:12.180","firefox.exe","1.9%","312.6MB","0.2%"
"Aug 27, 2021 @ 05:37:12.180","firefox.exe","1.9%","300.7MB","0%"
"Aug 27, 2021 @ 05:37:12.180","firefox.exe","1.7%","283.4MB","0.1%"
"Aug 27, 2021 @ 05:37:12.180","SearchApp.exe","1.7%","278.7MB","0%"
"Aug 27, 2021 @ 05:37:02.177","texstudio.exe","1.5%","240.4MB","3.5%"
"Aug 27, 2021 @ 05:37:02.177","sqlservr.exe","0.7%","120.2MB","2%"
"Aug 27, 2021 @ 05:37:02.177","fontdrvhost.exe","0.1%","11.7MB","0.4%"
"Aug 27, 2021 @ 05:37:02.177","svchost.exe","0.1%","8.8MB","0.2%"
"Aug 27, 2021 @ 05:37:02.177","metricbeat.exe","0.4%","64.9MB","0.1%"
"Aug 27, 2021 @ 05:37:02.177","pycharm64.exe","5%","809.4MB","0%"
"Aug 27, 2021 @ 05:37:02.177","firefox.exe","1.9%","312.5MB","0.1%"
"Aug 27, 2021 @ 05:37:02.177","firefox.exe","1.9%","301.2MB","0%"
"Aug 27, 2021 @ 05:37:02.177","firefox.exe","1.8%","287.9MB","0.1%"
"Aug 27, 2021 @ 05:37:02.177","SearchApp.exe","1.7%","278.7MB","0%"
"Aug 27, 2021 @ 05:36:52.177","texstudio.exe","1.5%","240.4MB","1.1%"
"Aug 27, 2021 @ 05:36:52.177","firefox.exe","1.8%","287.7MB","0.3%"
"Aug 27, 2021 @ 05:36:52.177","svchost.exe","0.1%","8.8MB","0.3%"
"Aug 27, 2021 @ 05:36:52.177","dwm.exe","1.1%","175.2MB","0.3%"
"Aug 27, 2021 @ 05:36:52.177","CefSharp.BrowserSubprocess.exe","0.3%","55.6MB","0.2%"
"Aug 27, 2021 @ 05:36:52.177","pycharm64.exe","5%","809.5MB","0%"
"Aug 27, 2021 @ 05:36:52.177","firefox.exe","1.9%",316MB,"0%"
"Aug 27, 2021 @ 05:36:52.177","firefox.exe","1.9%","300.7MB","0%"
"Aug 27, 2021 @ 05:36:52.177","SearchApp.exe","1.7%","278.7MB","0%"
"Aug 27, 2021 @ 05:36:42.185","texstudio.exe","1.5%","240.3MB","1.3%"
"Aug 27, 2021 @ 05:36:42.185","svchost.exe","0.1%","8.8MB","0.2%"
"Aug 27, 2021 @ 05:36:42.185","CefSharp.BrowserSubprocess.exe","0.3%","55.6MB","0.2%"
"Aug 27, 2021 @ 05:36:42.185","metricbeat.exe","0.4%","64.9MB","0.2%"
"Aug 27, 2021 @ 05:36:42.185","pycharm64.exe","5%","809.5MB","0.2%"
"Aug 27, 2021 @ 05:36:42.185","firefox.exe","2%","317.5MB","0.1%"
"Aug 27, 2021 @ 05:36:42.185","firefox.exe","1.9%","300.5MB","0%"
"Aug 27, 2021 @ 05:36:42.185","firefox.exe","1.8%","284.8MB","0.1%"
"Aug 27, 2021 @ 05:36:42.185","SearchApp.exe","1.7%","278.7MB","0%"
"Aug 27, 2021 @ 05:36:32.178","texstudio.exe","1.5%","240.3MB","2.1%"
"Aug 27, 2021 @ 05:36:32.178","svchost.exe","0.1%","8.8MB","0.3%"
"Aug 27, 2021 @ 05:36:32.178","Razer Synapse 3.exe","0.7%","119.4MB","0.2%"
"Aug 27, 2021 @ 05:36:32.178","dwm.exe","1.1%","175.2MB","0.2%"
"Aug 27, 2021 @ 05:36:32.178","CefSharp.BrowserSubprocess.exe","0.3%","55.6MB","0.1%"
"Aug 27, 2021 @ 05:36:32.178","pycharm64.exe","5.1%","831.8MB","0%"
"Aug 27, 2021 @ 05:36:32.178","firefox.exe","1.9%","315.8MB","0.1%"
"Aug 27, 2021 @ 05:36:32.178","firefox.exe","1.9%","300.5MB","0%"
"Aug 27, 2021 @ 05:36:32.178","firefox.exe","1.7%","284.1MB","0%"
"Aug 27, 2021 @ 05:36:32.178","SearchApp.exe","1.7%","278.7MB","0%"
"Aug 27, 2021 @ 05:36:22.188","texstudio.exe","1.5%","240.3MB","3.2%"
"Aug 27, 2021 @ 05:36:22.188","fontdrvhost.exe","0.1%","11.7MB","0.3%"
"Aug 27, 2021 @ 05:36:22.188","svchost.exe","0.1%","8.8MB","0.2%"
"Aug 27, 2021 @ 05:36:22.188","dwm.exe","1.1%","175.2MB","0.1%"
"Aug 27, 2021 @ 05:36:22.188","CefSharp.BrowserSubprocess.exe","0.3%","55.6MB","0.1%"
"Aug 27, 2021 @ 05:36:22.188","pycharm64.exe","5.1%","831.8MB","0%"
"Aug 27, 2021 @ 05:36:22.188","firefox.exe","1.9%","314.5MB","0.1%"
"Aug 27, 2021 @ 05:36:22.188","firefox.exe","1.9%","300.5MB","0%"
"Aug 27, 2021 @ 05:36:22.188","firefox.exe","1.7%","283.9MB","0.1%"
"Aug 27, 2021 @ 05:36:22.188","SearchApp.exe","1.7%","278.7MB","0%"
"Aug 27, 2021 @ 05:36:12.184","texstudio.exe","1.5%","240.3MB","2.8%"
"Aug 27, 2021 @ 05:36:12.184","sqlservr.exe","0.7%","120.3MB","1.2%"
"Aug 27, 2021 @ 05:36:12.184","RazerCentralService.exe","0.5%","73.8MB","0.3%"
"Aug 27, 2021 @ 05:36:12.184","svchost.exe","0.1%","8.8MB","0.3%"
"Aug 27, 2021 @ 05:36:12.184","fontdrvhost.exe","0.1%","11.7MB","0.2%"
"Aug 27, 2021 @ 05:36:12.184","pycharm64.exe","5.1%","831.8MB","0%"
"Aug 27, 2021 @ 05:36:12.184","firefox.exe","1.9%","313.5MB","0.1%"
"Aug 27, 2021 @ 05:36:12.184","firefox.exe","1.9%","300.6MB","0%"
"Aug 27, 2021 @ 05:36:12.184","firefox.exe","1.8%","284.3MB","0.2%"
"Aug 27, 2021 @ 05:36:12.184","SearchApp.exe","1.7%","278.7MB","0%"
"Aug 27, 2021 @ 05:36:02.179","texstudio.exe","1.5%","240.3MB","2.6%"
"Aug 27, 2021 @ 05:36:02.179","firefox.exe","1.9%","311.1MB","0.2%"
"Aug 27, 2021 @ 05:36:02.179","svchost.exe","0.1%","8.8MB","0.2%"
"Aug 27, 2021 @ 05:36:02.179","CefSharp.BrowserSubprocess.exe","0.3%","55.6MB","0.2%"
"Aug 27, 2021 @ 05:36:02.179","fontdrvhost.exe","0.1%","11.7MB","0.1%"
"Aug 27, 2021 @ 05:36:02.179","pycharm64.exe","5.1%","831.8MB","0%"
"Aug 27, 2021 @ 05:36:02.179","firefox.exe","1.8%","300.2MB","0%"
"Aug 27, 2021 @ 05:36:02.179","firefox.exe","1.8%","287.2MB","0.1%"
"Aug 27, 2021 @ 05:36:02.179","SearchApp.exe","1.7%","278.7MB","0%"
"Aug 27, 2021 @ 05:35:52.181","sqlservr.exe","0.7%","120.2MB","2.3%"
"Aug 27, 2021 @ 05:35:52.181","texstudio.exe","1.5%","240.3MB","0.7%"
"Aug 27, 2021 @ 05:35:52.181","firefox.exe","1.8%","287.4MB","0.3%"
"Aug 27, 2021 @ 05:35:52.181","svchost.exe","0.1%","8.8MB","0.2%"
"Aug 27, 2021 @ 05:35:52.181","CefSharp.BrowserSubprocess.exe","0.3%","55.6MB","0.2%"
"Aug 27, 2021 @ 05:35:52.181","pycharm64.exe","5.1%","831.8MB","0%"
"Aug 27, 2021 @ 05:35:52.181","firefox.exe","1.9%","316.1MB","0%"
"Aug 27, 2021 @ 05:35:52.181","firefox.exe","1.8%","300.2MB","0%"
"Aug 27, 2021 @ 05:35:52.181","SearchApp.exe","1.7%","278.7MB","0%"
"Aug 27, 2021 @ 05:35:42.187","texstudio.exe","1.5%","240.3MB","2.1%"
"Aug 27, 2021 @ 05:35:42.187","svchost.exe","0.1%","8.7MB","0.3%"
"Aug 27, 2021 @ 05:35:42.187","CefSharp.BrowserSubprocess.exe","0.3%","55.6MB","0.3%"
"Aug 27, 2021 @ 05:35:42.187","firefox.exe","1.8%","285.2MB","0.3%"
"Aug 27, 2021 @ 05:35:42.187","dwm.exe","1.1%","175.2MB","0.2%"
"Aug 27, 2021 @ 05:35:42.187","pycharm64.exe","5.1%","831.8MB","0%"
"Aug 27, 2021 @ 05:35:42.187","firefox.exe","1.9%","315.8MB","0%"
"Aug 27, 2021 @ 05:35:42.187","firefox.exe","1.8%","300.1MB","0%"
"Aug 27, 2021 @ 05:35:42.187","SearchApp.exe","1.7%","278.7MB","0%"
"Aug 27, 2021 @ 05:35:32.183","texstudio.exe","1.5%","240.3MB","0.9%"
"Aug 27, 2021 @ 05:35:32.183","svchost.exe","0.1%","8.7MB","0.3%"
"Aug 27, 2021 @ 05:35:32.183","CefSharp.BrowserSubprocess.exe","0.3%","55.6MB","0.3%"
"Aug 27, 2021 @ 05:35:32.183","dwm.exe","1.1%","175.2MB","0.2%"
"Aug 27, 2021 @ 05:35:32.183","metricbeat.exe","0.4%","64.2MB","0.2%"
"Aug 27, 2021 @ 05:35:32.183","pycharm64.exe","5.1%","831.8MB","0%"
"Aug 27, 2021 @ 05:35:32.183","firefox.exe","1.9%","315.4MB","0.1%"
"Aug 27, 2021 @ 05:35:32.183","firefox.exe","1.8%","300.2MB","0%"
"Aug 27, 2021 @ 05:35:32.183","firefox.exe","1.8%","284.7MB","0.1%"
"Aug 27, 2021 @ 05:35:32.183","SearchApp.exe","1.7%","278.7MB","0%"
"Aug 27, 2021 @ 05:35:22.177","texstudio.exe","1.5%","240.3MB","1.8%"
"Aug 27, 2021 @ 05:35:22.177","SteelSeriesEngine.exe","0.5%","77.5MB","0.5%"
"Aug 27, 2021 @ 05:35:22.177","svchost.exe","0.1%","8.9MB","0.2%"
"Aug 27, 2021 @ 05:35:22.177","dwm.exe","1.1%","175.2MB","0.2%"
"Aug 27, 2021 @ 05:35:22.177","CefSharp.BrowserSubprocess.exe","0.3%","55.6MB","0.2%"
"Aug 27, 2021 @ 05:35:22.177","pycharm64.exe","5.1%","831.8MB","0%"
"Aug 27, 2021 @ 05:35:22.177","firefox.exe","1.9%","314.8MB","0%"
"Aug 27, 2021 @ 05:35:22.177","firefox.exe","1.8%","300.1MB","0%"
"Aug 27, 2021 @ 05:35:22.177","firefox.exe","1.8%","284.4MB","0.1%"
"Aug 27, 2021 @ 05:35:22.177","SearchApp.exe","1.7%","278.7MB","0%"
"Aug 27, 2021 @ 05:35:12.180","texstudio.exe","1.5%","240.3MB","1.6%"
"Aug 27, 2021 @ 05:35:12.180","sqlservr.exe","0.7%","120.5MB","1.2%"
"Aug 27, 2021 @ 05:35:12.180","svchost.exe","0.1%","8.9MB","0.4%"
"Aug 27, 2021 @ 05:35:12.180","firefox.exe","1.7%",284MB,"0.3%"
"Aug 27, 2021 @ 05:35:12.180","CefSharp.BrowserSubprocess.exe","0.3%","55.6MB","0.2%"
"Aug 27, 2021 @ 05:35:12.180","pycharm64.exe","5.1%","831.8MB","0%"
"Aug 27, 2021 @ 05:35:12.180","firefox.exe","1.9%","314.2MB","0.1%"
"Aug 27, 2021 @ 05:35:12.180","firefox.exe","1.8%","300.2MB","0%"
"Aug 27, 2021 @ 05:35:12.180","SearchApp.exe","1.7%","278.7MB","0%"
"Aug 27, 2021 @ 05:35:02.182","texstudio.exe","1.5%","240.3MB","2.7%"
"Aug 27, 2021 @ 05:35:02.182","CefSharp.BrowserSubprocess.exe","0.3%","55.6MB","0.3%"
"Aug 27, 2021 @ 05:35:02.182","metricbeat.exe","0.4%","64.4MB","0.3%"
"Aug 27, 2021 @ 05:35:02.182","dwm.exe","1.1%","175.2MB","0.3%"
"Aug 27, 2021 @ 05:35:02.182","svchost.exe","0.1%","8.8MB","0.2%"
"Aug 27, 2021 @ 05:35:02.182","pycharm64.exe","5.1%","831.8MB","0%"
"Aug 27, 2021 @ 05:35:02.182","firefox.exe","1.9%","313.1MB","0.1%"
"Aug 27, 2021 @ 05:35:02.182","firefox.exe","1.8%","300.1MB","0%"
"Aug 27, 2021 @ 05:35:02.182","firefox.exe","1.8%","287.6MB","0.1%"
"Aug 27, 2021 @ 05:35:02.182","SearchApp.exe","1.7%","278.7MB","0%"
"Aug 27, 2021 @ 05:34:52.190","texstudio.exe","1.5%","240.3MB","3.3%"
"Aug 27, 2021 @ 05:34:52.190","sqlservr.exe","0.7%","120.3MB","1.5%"
"Aug 27, 2021 @ 05:34:52.190","svchost.exe","0.1%","8.8MB","0.3%"
"Aug 27, 2021 @ 05:34:52.190","dwm.exe","1.1%","175.2MB","0.2%"
"Aug 27, 2021 @ 05:34:52.190","fontdrvhost.exe","0.1%","11.7MB","0.1%"
"Aug 27, 2021 @ 05:34:52.190","pycharm64.exe","5.1%","831.9MB","0%"
"Aug 27, 2021 @ 05:34:52.190","firefox.exe","1.9%","310.8MB","0.1%"
"Aug 27, 2021 @ 05:34:52.190","firefox.exe","1.8%","300.1MB","0%"
"Aug 27, 2021 @ 05:34:52.190","firefox.exe","1.8%","287.3MB","0%"
"Aug 27, 2021 @ 05:34:52.190","SearchApp.exe","1.7%","278.7MB","0%"
"Aug 27, 2021 @ 05:34:42.189","texstudio.exe","1.5%","240.3MB","2.5%"
"Aug 27, 2021 @ 05:34:42.189","sqlservr.exe","0.7%","120.3MB","0.6%"
"Aug 27, 2021 @ 05:34:42.189","fontdrvhost.exe","0.1%","11.7MB","0.2%"
"Aug 27, 2021 @ 05:34:42.189","svchost.exe","0.1%","8.8MB","0.2%"
"Aug 27, 2021 @ 05:34:42.189","CefSharp.BrowserSubprocess.exe","0.3%","55.6MB","0.2%"
"Aug 27, 2021 @ 05:34:42.189","pycharm64.exe","5.1%","831.9MB","0%"
"Aug 27, 2021 @ 05:34:42.189","firefox.exe","2%","318.6MB","0%"
"Aug 27, 2021 @ 05:34:42.189","firefox.exe","1.8%","300.1MB","0%"
"Aug 27, 2021 @ 05:34:42.189","firefox.exe","1.8%",287MB,"0.1%"
"Aug 27, 2021 @ 05:34:42.189","SearchApp.exe","1.7%","278.7MB","0%"
"Aug 27, 2021 @ 05:34:32.188","texstudio.exe","1.5%","240.3MB","2.8%"
"Aug 27, 2021 @ 05:34:32.188","dwm.exe","1.1%","175.2MB","0.2%"
"Aug 27, 2021 @ 05:34:32.188","fontdrvhost.exe","0.1%","11.7MB","0.2%"
"Aug 27, 2021 @ 05:34:32.188","svchost.exe","0.1%","8.8MB","0.2%"
"Aug 27, 2021 @ 05:34:32.188","Razer Central.exe","0.6%","98.9MB","0.1%"
"Aug 27, 2021 @ 05:34:32.188","pycharm64.exe","5.1%","831.9MB","0%"
"Aug 27, 2021 @ 05:34:32.188","firefox.exe","2%","317.7MB","0.1%"
"Aug 27, 2021 @ 05:34:32.188","firefox.exe","1.8%","300.1MB","0%"
"Aug 27, 2021 @ 05:34:32.188","firefox.exe","1.8%","286.6MB","0.1%"
"Aug 27, 2021 @ 05:34:32.188","SearchApp.exe","1.7%","278.7MB","0%"
"Aug 27, 2021 @ 05:34:22.180","texstudio.exe","1.5%","240.3MB","0.6%"
"Aug 27, 2021 @ 05:34:22.180","metricbeat.exe","0.4%","65.2MB","0.3%"
"Aug 27, 2021 @ 05:34:22.180","CefSharp.BrowserSubprocess.exe","0.3%","55.6MB","0.2%"
"Aug 27, 2021 @ 05:34:22.180","svchost.exe","0.1%","8.8MB","0.2%"
"Aug 27, 2021 @ 05:34:22.180","firefox.exe","1.9%","315.8MB","0.2%"
"Aug 27, 2021 @ 05:34:22.180","pycharm64.exe","5.1%","831.9MB","0%"
"Aug 27, 2021 @ 05:34:22.180","firefox.exe","1.8%","300.1MB","0%"
"Aug 27, 2021 @ 05:34:22.180","firefox.exe","1.8%","286.2MB","0%"
"Aug 27, 2021 @ 05:34:22.180","SearchApp.exe","1.7%","278.7MB","0%"
"Aug 27, 2021 @ 05:34:12.176","texstudio.exe","1.5%","240.3MB","2%"
"Aug 27, 2021 @ 05:34:12.176","dwm.exe","1.1%","175.2MB","0.3%"
"Aug 27, 2021 @ 05:34:12.176","svchost.exe","0.1%","8.8MB","0.2%"
"Aug 27, 2021 @ 05:34:12.176","fontdrvhost.exe","0.1%","11.7MB","0.2%"
"Aug 27, 2021 @ 05:34:12.176","CefSharp.BrowserSubprocess.exe","0.3%","55.6MB","0.1%"
"Aug 27, 2021 @ 05:34:12.176","pycharm64.exe","5.1%","831.9MB","0%"
"Aug 27, 2021 @ 05:34:12.176","firefox.exe","1.9%","310.3MB","0.1%"
"Aug 27, 2021 @ 05:34:12.176","firefox.exe","1.8%","300.1MB","0%"
"Aug 27, 2021 @ 05:34:12.176","firefox.exe","1.8%",286MB,"0.1%"
"Aug 27, 2021 @ 05:34:12.176","SearchApp.exe","1.7%","278.7MB","0%"
"Aug 27, 2021 @ 05:34:02.179","texstudio.exe","1.5%","240.3MB","3.3%"
"Aug 27, 2021 @ 05:34:02.179","sqlservr.exe","0.7%","120.3MB","1.7%"
"Aug 27, 2021 @ 05:34:02.179","svchost.exe","0.1%","8.8MB","0.2%"
"Aug 27, 2021 @ 05:34:02.179","fontdrvhost.exe","0.1%","11.7MB","0.2%"
"Aug 27, 2021 @ 05:34:02.179","dwm.exe","1.1%","175.2MB","0.2%"
"Aug 27, 2021 @ 05:34:02.179","pycharm64.exe","5.1%","831.9MB","0%"
"Aug 27, 2021 @ 05:34:02.179","firefox.exe","2%","320.3MB","0.1%"
"Aug 27, 2021 @ 05:34:02.179","firefox.exe","1.8%","299.9MB","0%"
"Aug 27, 2021 @ 05:34:02.179","firefox.exe","1.8%","285.5MB","0.1%"
"Aug 27, 2021 @ 05:34:02.179","SearchApp.exe","1.7%","278.7MB","0%"
"Aug 27, 2021 @ 05:33:52.175","texstudio.exe","1.5%","240.3MB","1.5%"
"Aug 27, 2021 @ 05:33:52.175","dwm.exe","1.1%","175.2MB","0.3%"
"Aug 27, 2021 @ 05:33:52.175","CefSharp.BrowserSubprocess.exe","0.3%","55.6MB","0.3%"
"Aug 27, 2021 @ 05:33:52.175","firefox.exe","1.8%","287.9MB","0.2%"
"Aug 27, 2021 @ 05:33:52.175","svchost.exe","0.1%","8.8MB","0.2%"
"Aug 27, 2021 @ 05:33:52.175","pycharm64.exe","5.1%","831.9MB","0%"
"Aug 27, 2021 @ 05:33:52.175","firefox.exe","2%","317.6MB","0.1%"
"Aug 27, 2021 @ 05:33:52.175","firefox.exe","1.8%","299.9MB","0%"
"Aug 27, 2021 @ 05:33:52.175","SearchApp.exe","1.7%","278.7MB","0%"
"Aug 27, 2021 @ 05:33:42.187","sqlservr.exe","0.7%","120.2MB","3.1%"
"Aug 27, 2021 @ 05:33:42.187","texstudio.exe","1.5%","240.1MB","0.4%"
"Aug 27, 2021 @ 05:33:42.187","svchost.exe","0.1%","8.8MB","0.3%"
"Aug 27, 2021 @ 05:33:42.187","firefox.exe","1.8%","287.4MB","0.3%"
"Aug 27, 2021 @ 05:33:42.187","CefSharp.BrowserSubprocess.exe","0.3%","55.6MB","0.2%"
"Aug 27, 2021 @ 05:33:42.187","pycharm64.exe","5.1%",832MB,"0%"
"Aug 27, 2021 @ 05:33:42.187","firefox.exe","2%","323.2MB","0.1%"
"Aug 27, 2021 @ 05:33:42.187","firefox.exe","1.8%",300MB,"0%"
"Aug 27, 2021 @ 05:33:42.187","SearchApp.exe","1.7%","278.7MB","0%"
"Aug 27, 2021 @ 05:33:32.189","texstudio.exe","1.5%","240.3MB","0.6%"
"Aug 27, 2021 @ 05:33:32.189","CefSharp.BrowserSubprocess.exe","0.3%","55.6MB","0.2%"
"Aug 27, 2021 @ 05:33:32.189","metricbeat.exe","0.4%","64.4MB","0.2%"
"Aug 27, 2021 @ 05:33:32.189","svchost.exe","0.1%","8.8MB","0.1%"
"Aug 27, 2021 @ 05:33:32.189","firefox.exe","1.8%",287MB,"0.1%"
"Aug 27, 2021 @ 05:33:32.189","pycharm64.exe","5.1%",832MB,"0%"
"Aug 27, 2021 @ 05:33:32.189","firefox.exe","2%","322.6MB","0%"
"Aug 27, 2021 @ 05:33:32.189","firefox.exe","1.8%",300MB,"0%"
"Aug 27, 2021 @ 05:33:32.189","SearchApp.exe","1.7%","278.7MB","0%"
"Aug 27, 2021 @ 05:33:22.188","texstudio.exe","1.5%","240.3MB","0.5%"
"Aug 27, 2021 @ 05:33:22.188","SteelSeriesEngine.exe","0.5%","79.8MB","0.3%"
"Aug 27, 2021 @ 05:33:22.188","CefSharp.BrowserSubprocess.exe","0.3%","55.6MB","0.3%"
"Aug 27, 2021 @ 05:33:22.188","svchost.exe","0.1%","8.8MB","0.2%"
"Aug 27, 2021 @ 05:33:22.188","firefox.exe","1.8%","286.6MB","0.2%"
"Aug 27, 2021 @ 05:33:22.188","pycharm64.exe","5.1%",832MB,"0%"
"Aug 27, 2021 @ 05:33:22.188","firefox.exe","2%","322.7MB","0.1%"
"Aug 27, 2021 @ 05:33:22.188","firefox.exe","1.8%","299.9MB","0%"
"Aug 27, 2021 @ 05:33:22.188","SearchApp.exe","1.7%","278.7MB","0%"
"Aug 27, 2021 @ 05:33:12.183","texstudio.exe","1.5%","240.3MB","2%"
"Aug 27, 2021 @ 05:33:12.183","metricbeat.exe","0.4%","64.6MB","0.3%"
"Aug 27, 2021 @ 05:33:12.183","CefSharp.BrowserSubprocess.exe","0.3%","55.6MB","0.3%"
"Aug 27, 2021 @ 05:33:12.183","svchost.exe","0.1%","8.8MB","0.3%"
"Aug 27, 2021 @ 05:33:12.183","dwm.exe","1.1%","175.2MB","0.2%"
"Aug 27, 2021 @ 05:33:12.183","pycharm64.exe","5.1%",832MB,"0%"
"Aug 27, 2021 @ 05:33:12.183","firefox.exe","2%","321.7MB","0.1%"
"Aug 27, 2021 @ 05:33:12.183","firefox.exe","1.8%","300.1MB","0%"
"Aug 27, 2021 @ 05:33:12.183","firefox.exe","1.8%","286.2MB","0.2%"
"Aug 27, 2021 @ 05:33:12.183","SearchApp.exe","1.7%","278.7MB","0%"
"Aug 27, 2021 @ 05:33:02.187","texstudio.exe","1.5%","240.3MB","2.5%"
"Aug 27, 2021 @ 05:33:02.187","sqlservr.exe","0.7%","119.5MB","0.6%"
"Aug 27, 2021 @ 05:33:02.187","fontdrvhost.exe","0.1%","11.7MB","0.2%"
"Aug 27, 2021 @ 05:33:02.187","svchost.exe","0.1%","8.8MB","0.2%"
"Aug 27, 2021 @ 05:33:02.187","firefox.exe","1.8%","285.5MB","0.2%"
"Aug 27, 2021 @ 05:33:02.187","pycharm64.exe","5.1%",832MB,"0%"
"Aug 27, 2021 @ 05:33:02.187","firefox.exe","2%",321MB,"0.1%"
"Aug 27, 2021 @ 05:33:02.187","firefox.exe","1.8%","299.8MB","0%"
"Aug 27, 2021 @ 05:33:02.187","SearchApp.exe","1.7%","278.7MB","0%"
"Aug 27, 2021 @ 05:32:52.182","texstudio.exe","1.5%","240.3MB","1.5%"
"Aug 27, 2021 @ 05:32:52.182","sqlservr.exe","0.7%","119.5MB","0.7%"
"Aug 27, 2021 @ 05:32:52.182","firefox.exe","2%","318.7MB","0.2%"
"Aug 27, 2021 @ 05:32:52.182","firefox.exe","1.8%","288.2MB","0.2%"
"Aug 27, 2021 @ 05:32:52.182","CefSharp.BrowserSubprocess.exe","0.3%","55.6MB","0.2%"
"Aug 27, 2021 @ 05:32:52.182","pycharm64.exe","5.1%","832.2MB","0%"
"Aug 27, 2021 @ 05:32:52.182","firefox.exe","1.8%","299.8MB","0%"
